135,13,0.309664066
24,13,0.281005171
26,13,0.244950318
135,13,0.266334947
135,13,0.327958836
135,13,0.258009537
24,13,0.264004733
135,13,0.257056553
135,13,0.296287918
23,13,0.29900723
135,13,0.24451748
135,13,0.253254558
24,13,0.24692629
135,13,0.270891127
135,13,0.263743849
24,13,0.246764732
135,13,0.239816552
26,13,0.23367413
135,13,0.238380662
24,13,0.246764732
135,13,0.239816552
24,13,0.264322335
26,13,0.253936434
135,13,0.298677146
26,13,0.262578126
135,13,0.267284658
24,13,0.292669166
26,13,0.256614313
135,13,0.277998942
24,13,0.275668728
135,13,0.268720548
24,13,0.264322335
26,13,0.253936434
135,13,0.298677146
24,13,0.292669166
26,13,0.256614313
135,13,0.277998942
24,13,0.275668728
135,13,0.268720548
135,13,0.236806447
135,13,0.218752766
26,13,0.214946319
135,13,0.26641764
23,13,0.266826287
135,13,0.214691097
135,13,0.236806447
23,13,0.266826287
135,13,0.214691097
24,13,0.242696073
135,13,0.216866955
24,13,0.317691134
26,13,0.227173699
135,13,0.24223313
23,13,0.347828734
24,13,0.225960186
26,13,0.215574285
135,13,0.260314997
24,13,0.317691134
26,13,0.227173699
135,13,0.24223313
24,13,0.225960186
26,13,0.215574285
135,13,0.260314997
24,13,0.214788079
135,13,0.219391374
24,13,0.327824959
26,13,0.237307524
135,13,0.252366955
26,13,0.234349802
135,13,0.239056334
24,13,0.236094011
26,13,0.22570811
135,13,0.270448822
135,13,0.311394507
135,13,0.293099737
135,13,0.293099737
24,13,0.327824959
26,13,0.237307524
135,13,0.252366955
24,13,0.236094011
26,13,0.22570811
135,13,0.270448822
135,13,0.311394507
135,13,0.24763632
135,13,0.269282107
135,13,0.224859544
135,13,0.312752891
135,13,0.281180833
135,13,0.312752891
135,13,0.224859544
135,13,0.281180833
26,13,0.22831892
135,13,0.25162815
24,13,0.321934054
26,13,0.231416619
135,13,0.24647605
135,13,0.287208832
24,13,0.215199136
135,13,0.219802431
24,13,0.258549937
26,13,0.222495084
135,13,0.243879713
135,13,0.287208832
24,13,0.258549937
26,13,0.222495084
135,13,0.243879713
24,13,0.321934054
26,13,0.231416619
135,13,0.24647605
24,13,0.215199136
135,13,0.219802431
26,13,0.260710344
135,13,0.284019574
135,13,0.280027744
26,13,0.260710344
135,13,0.284019574
26,13,0.283532952
135,13,0.306842182
135,13,0.280073576
135,13,0.232460124
135,13,0.214406443
135,13,0.232460124
135,23,0.27993321
135,23,0.293515612
135,23,0.293515612
135,23,0.27993321
26,23,0.25804979
135,23,0.309521111
26,23,0.269031351
135,23,0.291978405
135,23,0.345571137
13,23,0.266826287
135,23,0.322943278
135,23,0.345571137
26,23,0.269031351
135,23,0.291978405
13,23,0.266826287
135,23,0.322943278
13,23,0.347828734
24,23,0.344132708
135,23,0.348736003
135,23,0.370807197
135,23,0.375170754
135,23,0.370807197
135,23,0.375170754
135,23,0.325244803
