F_id,C_id,label,value
392,266,factor,0.006945884
377,266,factor,0.021373114
378,266,factor,0.036212093
376,260,factor,0.000251934
389,260,factor,0.027992769
392,260,factor,0.006835442
395,188,factor,0.003582868
393,309,factor,0.014070718
394,309,factor,0.082422156
382,309,factor,0.01495521
376,214,factor,0.002332928
389,214,factor,0.031887782
390,273,factor,0.011355332
391,273,factor,0.035508293
392,172,factor,0.01129905
393,172,factor,0.030284258
382,238,factor,0.121126564
383,238,factor,0.015235065
384,238,factor,0.031371223
385,238,factor,0.150833525
386,238,factor,0.105261447
387,238,factor,0.004665315
388,238,factor,0.137758349
381,292,factor,0.003310381
386,266,factor,0.130645742
387,266,factor,0.012984868
388,266,factor,0.150184308
376,178,factor,0.00985462
395,273,factor,0.002706167
381,269,factor,0.003195557
377,269,factor,0.018243834
389,209,factor,0.030784701
392,209,factor,0.004715598
393,209,factor,0.013404201
378,209,factor,0.03119509
379,209,factor,0.051267444
380,209,factor,0.003682266
383,309,factor,0.009396044
384,309,factor,0.080315234
385,309,factor,0.072412949
386,309,factor,0.073068813
387,309,factor,0.00823032
388,309,factor,0.07117808
395,195,factor,0.001738417
379,184,factor,0.045389442
376,271,factor,0.002465216
389,271,factor,0.016458013
377,271,factor,0.014604869
389,213,factor,0.041073518
392,213,factor,0.007050403
393,213,factor,0.019167717
378,213,factor,0.033294813
390,200,factor,0.018490905
391,200,factor,0.045010261
395,200,factor,0.003154522
377,242,factor,0.034314542
378,242,factor,0.046313964
379,242,factor,0.085986856
394,209,factor,0.137385227
382,209,factor,0.039254153
383,209,factor,0.00905664
384,209,factor,0.108333589
394,196,factor,0.069522099
382,196,factor,0.046950217
383,196,factor,0.005691166
377,205,factor,0.006054341
395,309,factor,0.001631101
377,239,factor,0.013311786
381,213,factor,0.009846524
377,213,factor,0.027952884
378,271,factor,0.027523063
379,271,factor,0.038298792
380,271,factor,0.002613355
381,273,factor,0.002863215
376,186,factor,0.001465277
389,186,factor,0.042355865
390,243,factor,0.009884758
391,243,factor,0.037115143
395,243,factor,0.001946719
390,266,factor,0.01037978
391,266,factor,0.020538678
395,266,factor,0.001581606
394,172,factor,0.159035749
382,172,factor,0.035155073
383,172,factor,0.007484315
384,172,factor,0.131997032
385,172,factor,0.160783139
386,172,factor,0.133588269
387,172,factor,0.00471902
388,172,factor,0.13947961
381,202,factor,0.001774632
385,279,factor,0.106306176
386,279,factor,0.152014895
387,279,factor,0.00312255
388,279,factor,0.087432065
381,205,factor,0.015972404
395,197,factor,0.006399036
390,213,factor,0.009608717
391,213,factor,0.015390215
384,196,factor,0.073436369
385,196,factor,0.107585617
386,196,factor,0.093802879
387,196,factor,0.004419648
388,196,factor,0.069517773
392,200,factor,0.010946534
379,266,factor,0.087690314
380,266,factor,0.002288936
381,217,factor,0.008566382
378,260,factor,0.025661886
379,260,factor,0.03953639
380,260,factor,0.002747979
377,217,factor,0.031622569
377,186,factor,0.021065136
378,186,factor,0.030855378
379,186,factor,0.073444806
390,181,factor,0.01131695
391,181,factor,0.029507236
385,209,factor,0.099889388
386,209,factor,0.072632006
387,209,factor,0.012004615
388,209,factor,0.080958916
376,196,factor,0.016432266
389,196,factor,0.043736858
392,196,factor,0.011623169
393,196,factor,0.1081897
386,181,factor,0.123451658
387,181,factor,0.0126439
388,181,factor,0.11847023
390,279,factor,0.01407337
391,279,factor,0.019068274
380,186,factor,0.002761371
378,196,factor,0.039460033
379,196,factor,0.055270517
380,196,factor,0.002704277
381,309,factor,0.005100904
384,225,factor,0.10678434
385,225,factor,0.08833698
386,225,factor,0.079105994
387,225,factor,0.008795149
388,225,factor,0.073100279
390,225,factor,0.016809444
376,278,factor,0.012773054
395,260,factor,0.002539539
390,244,factor,0.010883206
391,244,factor,0.021318172
395,244,factor,0.001374742
381,174,factor,0.003109441
381,185,factor,0.004219858
377,185,factor,0.036138802
389,273,factor,0.006612764
392,273,factor,0.004336989
395,213,factor,0.001947578
391,225,factor,0.026291993
381,197,factor,0.032582194
376,256,factor,0.004269447
389,256,factor,0.05506148
390,204,factor,0.005955494
391,204,factor,0.027247432
395,204,factor,0.003910438
376,202,factor,0.000195029
389,278,factor,0.036887342
392,278,factor,0.004114259
377,278,factor,0.003937644
393,200,factor,0.015003263
394,200,factor,0.151505468
382,200,factor,0.046029483
383,200,factor,0.004959304
384,200,factor,0.114410213
385,200,factor,0.104517571
386,200,factor,0.110074055
387,200,factor,0.012626796
380,200,factor,0.002554474
377,202,factor,0.01520726
378,202,factor,0.022687628
379,202,factor,0.057711441
395,185,factor,0.00112375
376,302,factor,0.000349239
392,256,factor,0.005806216
377,256,factor,0.019898335
378,256,factor,0.033211862
379,256,factor,0.061464981
391,175,factor,0.021395006
376,230,factor,0.000457134
389,230,factor,0.005326082
389,233,factor,0.078138402
392,233,factor,0.007657681
393,233,factor,0.085715012
394,233,factor,0.14380624
395,175,factor,0.000441269
381,230,factor,0.002826799
377,230,factor,0.01575752
376,282,factor,0.032735219
389,282,factor,0.106791246
392,282,factor,0.007223398
393,282,factor,0.185420476
380,256,factor,0.00153516
382,233,factor,0.053519244
383,233,factor,0.007125511
380,233,factor,0.000977184
395,180,factor,0.001060814
390,207,factor,0.008113767
391,207,factor,0.019625187
395,207,factor,0.002694666
394,282,factor,0.077423051
378,282,factor,0.032956954
379,282,factor,0.025835708
380,282,factor,0.001983005
389,281,factor,0.025990816
392,281,factor,0.003077014
393,273,factor,0.013515865
394,273,factor,0.086389212
382,273,factor,0.050989389
383,273,factor,0.030132413
380,273,factor,0.004436951
378,278,factor,0.046138371
379,278,factor,0.023621087
380,278,factor,0.00351474
377,197,factor,0.002737594
378,197,factor,0.050121219
390,191,factor,0.020150137
391,191,factor,0.02105029
390,294,factor,0.009157704
391,294,factor,0.017797667
395,294,factor,0.001715561
390,302,factor,0.025330539
391,302,factor,0.030605088
389,302,factor,0.027172794
392,302,factor,0.014439029
393,302,factor,0.014936515
386,177,factor,0.052990285
387,177,factor,0.003390449
388,177,factor,0.070218317
393,281,factor,0.030991118
394,281,factor,0.04608539
382,281,factor,0.052225115
383,281,factor,0.007009008
384,281,factor,0.103076654
385,281,factor,0.117078409
380,281,factor,0.002588845
394,175,factor,0.154120701
382,175,factor,0.056862329
383,175,factor,0.010083914
395,208,factor,0.001026231
389,291,factor,0.00696336
392,291,factor,0.004373682
393,291,factor,0.010767574
395,191,factor,0.005310113
394,241,factor,0.175596166
382,241,factor,0.06225626
383,241,factor,0.006760744
384,241,factor,0.126269968
385,241,factor,0.158576001
393,173,factor,0.101883429
394,173,factor,0.106986565
382,173,factor,0.049595301
376,225,factor,0.000842643
389,225,factor,0.013588702
392,225,factor,0.009036886
393,225,factor,0.008778415
394,225,factor,0.105629044
395,302,factor,0.001411166
376,229,factor,0.002462653
389,229,factor,0.047455745
381,229,factor,0.01110937
390,177,factor,0.00705336
391,177,factor,0.045677094
395,177,factor,0.00152071
395,229,factor,0.001778324
389,202,factor,0.005096122
392,202,factor,0.003175344
393,202,factor,0.006641355
394,291,factor,0.098203758
382,291,factor,0.034779339
383,291,factor,0.018917554
377,291,factor,0.014712713
395,181,factor,0.000598328
376,272,factor,0.000617643
389,272,factor,0.022282525
392,272,factor,0.00880055
393,272,factor,0.011121964
383,173,factor,0.00455851
384,173,factor,0.075389864
385,173,factor,0.103236015
386,173,factor,0.071316973
387,173,factor,0.002904723
388,173,factor,0.083773001
379,173,factor,0.045638242
380,173,factor,0.002570126
386,241,factor,0.128436167
387,241,factor,0.018336097
388,241,factor,0.131991376
392,230,factor,0.003651011
382,225,factor,0.062282612
383,225,factor,0.009229552
379,225,factor,0.037533266
380,225,factor,0.004204176
378,291,factor,0.018948233
379,291,factor,0.037719414
380,291,factor,0.00414464
376,197,factor,0.015281211
389,197,factor,0.047121293
392,197,factor,0.010195673
393,197,factor,0.083022047
377,229,factor,0.026449667
392,190,factor,0.003267655
393,190,factor,0.021510133
394,190,factor,0.092049671
382,190,factor,0.016686744
383,190,factor,0.011196286
384,190,factor,0.084426302
385,190,factor,0.071561062
394,202,factor,0.103524935
382,202,factor,0.061074997
383,202,factor,0.019759418
384,202,factor,0.103406695
385,202,factor,0.121841291
380,202,factor,0.003527871
378,302,factor,0.033311359
379,302,factor,0.059800401
380,302,factor,0.0024763
376,191,factor,0.007164887
384,175,factor,0.150811899
385,175,factor,0.231359281
386,175,factor,0.146461928
387,175,factor,0.007440528
388,175,factor,0.15671624
390,175,factor,0.009446577
381,191,factor,0.03156691
382,185,factor,0.04338019
383,185,factor,0.00692342
384,185,factor,0.17657148
385,185,factor,0.213829413
386,185,factor,0.169909849
387,185,factor,0.007687411
388,185,factor,0.155960204
381,204,factor,0.012010482
393,230,factor,0.009756272
394,230,factor,0.115149173
382,230,factor,0.048162409
383,230,factor,0.01667808
384,230,factor,0.081437576
385,230,factor,0.103654372
386,230,factor,0.076193716
387,230,factor,0.015869805
388,230,factor,0.082213819
394,272,factor,0.141341205
382,272,factor,0.063618032
383,272,factor,0.013634567
379,272,factor,0.033312332
380,272,factor,0.00415868
381,281,factor,0.043514391
389,191,factor,0.038961719
392,191,factor,0.007996796
377,191,factor,0.002417128
394,197,factor,0.054328283
382,197,factor,0.06437769
383,197,factor,0.005682885
379,197,factor,0.045136902
380,197,factor,0.003516824
386,190,factor,0.075290475
387,190,factor,0.0081277
388,190,factor,0.048558491
381,208,factor,0.002223028
377,208,factor,0.01510248
390,185,factor,0.010446019
391,185,factor,0.018008789
377,204,factor,0.012115269
378,191,factor,0.049270519
379,191,factor,0.027249555
380,191,factor,0.003490712
390,263,factor,0.009689511
391,263,factor,0.035742873
395,263,factor,0.002143488
393,276,factor,0.034069392
394,276,factor,0.07072156
382,276,factor,0.047495713
383,276,factor,0.005712387
384,276,factor,0.154687466
385,276,factor,0.118379073
386,276,factor,0.093290675
378,230,factor,0.025167047
379,230,factor,0.047993665
380,230,factor,0.004190279
376,232,factor,0.000383624
394,302,factor,0.124066822
382,302,factor,0.032329609
383,302,factor,0.012009717
381,238,factor,0.005870434
377,238,factor,0.014027777
393,278,factor,0.075055436
394,278,factor,0.044939833
382,278,factor,0.053894944
383,278,factor,0.006506409
384,278,factor,0.086250282
389,232,factor,0.016254124
392,232,factor,0.003978515
393,232,factor,0.014284869
394,232,factor,0.144737978
395,232,factor,0.002188109
376,195,factor,0.000365243
389,195,factor,0.022065271
390,179,factor,0.006352843
391,179,factor,0.035120095
395,179,factor,0.001078509
387,276,factor,0.007303738
388,276,factor,0.087923981
382,232,factor,0.048987792
377,232,factor,0.022175685
378,232,factor,0.017869006
379,232,factor,0.039620793
385,278,factor,0.069138332
386,278,factor,0.100141051
387,278,factor,0.004041519
388,278,factor,0.038982021
384,302,factor,0.118661748
385,302,factor,0.112516699
386,302,factor,0.083266783
387,302,factor,0.01221947
388,302,factor,0.099557961
392,195,factor,0.004559191
377,195,factor,0.019168257
378,195,factor,0.032921379
381,195,factor,0.003202416
380,232,factor,0.004905229
392,301,factor,0.004251024
393,301,factor,0.011650211
383,285,factor,0.01824841
386,281,factor,0.126671264
387,281,factor,0.005090399
388,281,factor,0.071140005
383,255,factor,0.00512981
384,255,factor,0.14119763
385,255,factor,0.119613619
386,255,factor,0.134018908
387,255,factor,0.003938434
388,255,factor,0.062262808
390,255,factor,0.015517857
391,255,factor,0.01461628
394,301,factor,0.149713748
382,301,factor,0.107877759
383,301,factor,0.027005581
384,301,factor,0.072113011
385,301,factor,0.182666024
386,301,factor,0.122864919
387,301,factor,0.008486633
388,301,factor,0.141560628
389,258,factor,0.051709925
392,258,factor,0.008451463
393,258,factor,0.009340727
379,195,factor,0.050154577
380,195,factor,0.004111528
390,281,factor,0.01215622
391,281,factor,0.012130809
395,281,factor,0.006567248
381,194,factor,0.006147009
377,194,factor,0.032555021
384,285,factor,0.058074983
385,285,factor,0.187935978
386,285,factor,0.118209829
387,285,factor,0.01163461
388,285,factor,0.141027992
390,285,factor,0.018308761
391,285,factor,0.016778941
376,223,factor,0.000932578
389,223,factor,0.042518152
392,223,factor,0.004474091
393,223,factor,0.013043156
376,204,factor,0.002263804
389,204,factor,0.033389341
392,204,factor,0.001835863
393,204,factor,0.020232975
378,301,factor,0.03899691
379,301,factor,0.106885595
380,301,factor,0.003627542
382,265,factor,0.06772471
383,265,factor,0.013015976
394,258,factor,0.194674926
382,258,factor,0.078478122
383,258,factor,0.005047839
384,258,factor,0.126058777
380,258,factor,0.001889515
381,232,factor,0.003444963
384,265,factor,0.044193056
385,265,factor,0.070767361
386,265,factor,0.060789499
387,265,factor,0.017720277
388,265,factor,0.060239507
390,265,factor,0.011386073
391,265,factor,0.037684463
381,274,factor,0.01645124
390,303,factor,0.012898254
391,303,factor,0.025122037
395,303,factor,0.001432886
378,223,factor,0.022378423
379,223,factor,0.023161852
380,223,factor,0.003302345
389,181,factor,0.054752083
392,181,factor,0.007330908
378,204,factor,0.032508055
379,204,factor,0.028299339
380,204,factor,0.006287281
390,176,factor,0.002637559
391,176,factor,0.03300072
376,291,factor,0.000417235
381,190,factor,0.003440336
395,193,factor,0.00494983
381,291,factor,0.003281413
395,176,factor,0.001639468
393,181,factor,0.011857431
394,181,factor,0.172229825
382,181,factor,0.081581388
383,181,factor,0.008518204
384,181,factor,0.109477634
385,181,factor,0.127453332
376,274,factor,0.008749076
389,274,factor,0.046221002
392,261,factor,0.009676496
393,261,factor,0.009142215
388,229,factor,0.173296462
395,211,factor,0.006862635
395,198,factor,0.00216898
377,274,factor,0.003610547
378,274,factor,0.064441006
378,181,factor,0.027439961
379,181,factor,0.06175798
380,181,factor,0.003342606
394,261,factor,0.185401181
382,261,factor,0.032763745
383,261,factor,0.008303327
384,261,factor,0.091187345
385,261,factor,0.124276041
386,261,factor,0.089753533
387,261,factor,0.009103617
380,261,factor,0.003346671
382,193,factor,0.055686239
383,193,factor,0.005286849
384,193,factor,0.163213026
385,193,factor,0.118330046
386,193,factor,0.13624955
387,193,factor,0.004196866
388,193,factor,0.078004638
381,206,factor,0.00284512
376,175,factor,0.003651688
390,229,factor,0.008159455
391,229,factor,0.014301929
381,222,factor,0.002718402
377,222,factor,0.012998402
384,291,factor,0.07556411
385,291,factor,0.078144191
386,291,factor,0.059229982
387,291,factor,0.016816121
388,291,factor,0.068295037
384,272,factor,0.069615086
385,272,factor,0.082491816
386,272,factor,0.064975659
387,272,factor,0.01759426
388,272,factor,0.067291269
392,274,factor,0.008660873
393,274,factor,0.044878519
394,274,factor,0.057932438
382,274,factor,0.051682953
383,274,factor,0.006607869
384,274,factor,0.154070893
385,274,factor,0.11662496
386,274,factor,0.131873153
389,175,factor,0.074892545
392,175,factor,0.009631326
393,175,factor,0.024387174
378,175,factor,0.042769993
390,193,factor,0.018921071
391,193,factor,0.01124366
383,208,factor,0.020386955
384,208,factor,0.065232718
385,208,factor,0.074393331
386,208,factor,0.07572963
387,208,factor,0.011572376
388,208,factor,0.073994545
379,274,factor,0.036396586
380,274,factor,0.002950958
378,222,factor,0.023110755
390,190,factor,0.011474947
391,190,factor,0.024328732
395,190,factor,0.00362322
390,278,factor,0.009970979
391,278,factor,0.021512722
379,175,factor,0.074835526
380,175,factor,0.000704739
387,274,factor,0.004457285
388,274,factor,0.075396563
390,291,factor,0.011020448
391,291,factor,0.030080147
390,272,factor,0.01192438
391,272,factor,0.031170362
381,216,factor,0.002778524
390,208,factor,0.011374162
391,208,factor,0.037387415
394,201,factor,0.02930894
378,201,factor,0.03801157
379,201,factor,0.020469704
380,201,factor,0.003583971
395,278,factor,0.005507972
376,269,factor,0.000387024
381,243,factor,0.009181289
381,242,factor,0.00580472
389,269,factor,0.009871831
392,269,factor,0.005679011
393,269,factor,0.01170642
377,243,factor,0.010285077
376,270,factor,0.002084175
389,270,factor,0.078388737
381,255,factor,0.016863325
378,269,factor,0.022450712
379,269,factor,0.037709065
380,269,factor,0.005638399
377,323,factor,0.01875118
382,246,factor,0.057530805
383,246,factor,0.01221566
384,246,factor,0.075229025
385,246,factor,0.087012319
386,246,factor,0.081322222
387,246,factor,0.006055825
388,246,factor,0.077471154
392,235,factor,0.00502536
377,272,factor,0.018854003
378,272,factor,0.023670943
377,255,factor,0.001633918
392,270,factor,0.006869304
377,270,factor,0.028405057
378,270,factor,0.046574036
379,270,factor,0.071365007
390,246,factor,0.001471839
391,246,factor,0.032929589
393,235,factor,0.056452448
394,235,factor,0.079056932
382,235,factor,0.0569015
383,235,factor,0.010981349
384,235,factor,0.073108017
385,235,factor,0.083342279
386,235,factor,0.089054749
376,215,factor,0.016048684
376,240,factor,0.006457445
389,240,factor,0.068697586
392,240,factor,0.014064518
380,270,factor,0.001846528
381,260,factor,0.003877206
376,255,factor,0.007624779
389,255,factor,0.037858003
392,255,factor,0.006236849
393,255,factor,0.050732035
390,201,factor,0.003445942
391,201,factor,0.019130451
376,303,factor,0.000378784
393,240,factor,0.036771355
378,240,factor,0.056846566
379,240,factor,0.080581562
387,235,factor,0.006709798
388,235,factor,0.059536593
378,235,factor,0.028024662
379,235,factor,0.036227734
380,235,factor,0.003697355
389,215,factor,0.042204524
377,215,factor,0.009085678
378,215,factor,0.032681887
395,201,factor,0.003458737
381,199,factor,0.003372579
390,313,factor,0.008274951
391,313,factor,0.022275887
377,306,factor,0.006572745
378,306,factor,0.045567281
376,267,factor,0.00834005
381,317,factor,0.001818124
384,183,factor,0.129753545
385,183,factor,0.254646631
386,183,factor,0.169938886
387,183,factor,0.008028511
388,183,factor,0.20021593
380,240,factor,0.003705656
394,255,factor,0.050286813
382,255,factor,0.046515096
378,255,factor,0.058186402
379,255,factor,0.026792088
380,255,factor,0.002472943
386,202,factor,0.083057791
387,202,factor,0.01823355
388,202,factor,0.097222826
379,215,factor,0.01961639
380,215,factor,0.003439452
390,326,factor,0.019112239
391,326,factor,0.015120497
395,326,factor,0.004340931
395,313,factor,0.003338972
390,183,factor,0.01088465
391,183,factor,0.016614801
390,259,factor,0.005707719
377,267,factor,0.00425857
378,267,factor,0.051430781
379,267,factor,0.023287197
390,202,factor,0.013767939
391,202,factor,0.02500605
395,202,factor,0.002495141
393,308,factor,0.281631111
394,308,factor,0.02049448
382,308,factor,0.023183926
383,308,factor,0.002509756
384,308,factor,0.025787823
385,308,factor,0.032040125
386,308,factor,0.011059704
382,218,factor,0.020241285
383,218,factor,0.007846868
384,218,factor,0.12488278
385,218,factor,0.161300131
386,218,factor,0.119403103
387,218,factor,0.002573217
388,218,factor,0.112999715
390,235,factor,0.016101192
391,235,factor,0.024572167
394,306,factor,0.026973043
382,306,factor,0.06151719
383,306,factor,0.00754694
379,306,factor,0.018220983
380,306,factor,0.005337522
376,220,factor,0.000523168
389,220,factor,0.012831485
392,220,factor,0.004806796
393,220,factor,0.015911658
389,184,factor,0.014167486
387,308,factor,0.001773002
388,308,factor,0.020248878
381,212,factor,0.017231895
395,257,factor,0.003951051
390,218,factor,0.005380591
391,218,factor,0.02916813
392,271,factor,0.006428095
393,271,factor,0.022374432
394,271,factor,0.127423674
382,271,factor,0.050421452
393,247,factor,0.07854851
394,247,factor,0.081817663
377,220,factor,0.016076352
377,212,factor,0.007018789
395,235,factor,0.002777534
390,215,factor,0.003802345
391,215,factor,0.021125773
395,215,factor,0.002838452
392,215,factor,0.004091406
393,215,factor,0.064771016
394,215,factor,0.020337769
382,215,factor,0.037145258
383,215,factor,0.011760248
384,215,factor,0.049042025
385,215,factor,0.048938277
386,215,factor,0.063333197
382,335,factor,0.038771555
383,335,factor,0.003429745
376,313,factor,0.006037005
389,313,factor,0.040713867
382,247,factor,0.044102637
383,247,factor,0.005852474
384,247,factor,0.131972445
385,247,factor,0.100081105
386,247,factor,0.120404562
387,247,factor,0.004174648
388,247,factor,0.074277906
390,323,factor,0.018957669
391,323,factor,0.015166717
381,280,factor,0.009530477
383,271,factor,0.013885606
384,271,factor,0.065961425
385,271,factor,0.088615327
386,271,factor,0.076784544
387,271,factor,0.008650769
388,271,factor,0.081082678
392,184,factor,0.002282997
393,184,factor,0.033041286
394,184,factor,0.096405392
382,184,factor,0.010504291
383,184,factor,0.010723812
384,184,factor,0.146403872
376,292,factor,0.001010771
389,292,factor,0.022002528
392,292,factor,0.002071569
393,292,factor,0.009062208
378,220,factor,0.035517753
379,220,factor,0.037643148
381,313,factor,0.013388494
390,247,factor,0.014135555
391,247,factor,0.012593414
387,215,factor,0.005010954
388,215,factor,0.037641958
390,314,factor,0.011509097
391,314,factor,0.041632234
395,314,factor,0.001442006
384,335,factor,0.028159162
385,335,factor,0.03817948
386,335,factor,0.020785812
387,335,factor,0.002083064
388,335,factor,0.02071336
390,335,factor,0.001713299
391,335,factor,0.016743868
376,224,factor,0.005342601
389,224,factor,0.077566818
392,224,factor,0.004142649
390,209,factor,0.011375317
391,209,factor,0.028423436
377,280,factor,0.001137738
376,268,factor,0.006893967
389,268,factor,0.064730827
377,313,factor,0.013142197
381,245,factor,0.003462072
377,245,factor,0.02953348
395,247,factor,0.004772858
392,186,factor,0.007490084
381,237,factor,0.002748683
376,262,factor,0.002700048
377,262,factor,0.03092683
376,203,factor,0.008167115
389,203,factor,0.033883095
380,184,factor,0.002674575
377,292,factor,0.016124304
393,195,factor,0.009960916
394,195,factor,0.135318479
382,195,factor,0.074257586
383,195,factor,0.011427028
384,195,factor,0.107706906
385,195,factor,0.114967016
386,195,factor,0.091356629
387,195,factor,0.012641559
395,209,factor,0.00161203
393,319,factor,0.03550461
392,268,factor,0.008858438
393,268,factor,0.088323678
394,268,factor,0.078526012
378,268,factor,0.049275774
379,268,factor,0.0634484
393,224,factor,0.025384744
377,224,factor,0.016489803
378,224,factor,0.038710145
379,224,factor,0.054050296
380,224,factor,0.005228108
378,245,factor,0.046272809
390,230,factor,0.009914418
391,230,factor,0.025927972
376,317,factor,0.004355665
389,317,factor,0.072924635
377,317,factor,0.016956507
388,195,factor,0.08730722
376,333,factor,0.074406419
389,333,factor,0.081891273
392,333,factor,0.003549441
393,333,factor,0.189141633
378,262,factor,0.037059509
379,262,factor,0.090030729
380,268,factor,0.004249233
393,186,factor,0.009868123
394,186,factor,0.16400367
382,186,factor,0.068566345
383,186,factor,0.009332181
384,186,factor,0.152811321
385,186,factor,0.121984279
386,186,factor,0.139849933
387,186,factor,0.014988141
388,186,factor,0.139224629
376,239,factor,0.000647679
389,239,factor,0.009264127
392,239,factor,0.003010845
394,319,factor,0.056949945
382,319,factor,0.012716834
383,319,factor,0.014159774
384,319,factor,0.10106156
385,319,factor,0.054732171
386,319,factor,0.127626509
387,319,factor,0.006102627
388,319,factor,0.047304528
378,292,factor,0.034134452
379,292,factor,0.030128758
395,230,factor,0.002479162
392,203,factor,0.004840077
377,203,factor,0.001334373
378,203,factor,0.058112885
379,203,factor,0.031526936
392,229,factor,0.003993193
393,229,factor,0.008585958
378,317,factor,0.032020133
379,317,factor,0.068995398
380,317,factor,0.004085606
376,212,factor,0.006420504
389,212,factor,0.036386082
392,212,factor,0.005760472
393,212,factor,0.04594745
393,239,factor,0.014013832
394,239,factor,0.123959221
382,239,factor,0.047813684
378,239,factor,0.025100958
379,239,factor,0.037600125
380,239,factor,0.003681323
394,333,factor,0.01649461
378,333,factor,0.01098445
379,333,factor,0.00978465
380,333,factor,0.003253059
380,203,factor,0.003134351
380,323,factor,0.003186111
394,229,factor,0.159870238
382,229,factor,0.09783222
383,229,factor,0.02382905
384,229,factor,0.068810535
385,229,factor,0.211257738
386,229,factor,0.13456411
387,229,factor,0.006800437
378,229,factor,0.03975166
378,336,factor,0.027739152
379,336,factor,0.027013456
380,336,factor,0.004327267
384,324,factor,0.10085377
385,324,factor,0.07388696
386,324,factor,0.0853706
387,324,factor,0.004757362
388,324,factor,0.058566314
381,254,factor,0.00400493
394,212,factor,0.047685382
378,212,factor,0.035031766
379,212,factor,0.032743646
380,212,factor,0.003413074
379,229,factor,0.143616706
380,229,factor,0.003217553
395,225,factor,0.001754274
381,322,factor,0.0207327
377,322,factor,0.00194359
376,208,factor,0.000380193
389,208,factor,0.005134716
392,208,factor,0.002472729
393,208,factor,0.012629208
394,208,factor,0.117033599
390,324,factor,0.002469199
391,324,factor,0.01916141
382,212,factor,0.039167035
383,212,factor,0.006471279
384,212,factor,0.083185552
385,212,factor,0.067712574
386,212,factor,0.078282061
387,212,factor,0.005398895
388,212,factor,0.062295751
381,247,factor,0.029272994
390,214,factor,0.017987687
391,214,factor,0.016600737
395,214,factor,0.002516984
382,208,factor,0.039878738
378,208,factor,0.01760333
379,208,factor,0.045362913
380,208,factor,0.002884377
390,252,factor,0.004026568
391,252,factor,0.025070456
376,332,factor,0.028806532
389,332,factor,0.049315007
390,212,factor,0.00479519
391,212,factor,0.022305708
395,293,factor,0.004736656
383,259,factor,0.003947549
384,259,factor,0.06695107
385,259,factor,0.078775467
386,259,factor,0.035656046
387,259,factor,0.001611827
388,259,factor,0.044791724
376,326,factor,0.00608776
389,326,factor,0.06377812
392,326,factor,0.006136346
395,291,factor,0.001530016
385,311,factor,0.088831148
386,311,factor,0.095685908
387,311,factor,0.002676913
388,311,factor,0.076544761
390,311,factor,0.016194228
391,311,factor,0.018413241
376,185,factor,0.002114071
390,224,factor,0.027117507
391,224,factor,0.033082046
395,224,factor,0.004333508
376,273,factor,0.000726575
394,204,factor,0.085261811
382,204,factor,0.069100225
383,204,factor,0.017525588
384,204,factor,0.083517848
385,204,factor,0.086903574
386,204,factor,0.093872917
387,204,factor,0.008719216
388,204,factor,0.068815152
392,317,factor,0.004937912
393,317,factor,0.04886561
394,317,factor,0.089704445
382,317,factor,0.004423725
383,317,factor,0.011157824
381,231,factor,0.002573387
381,293,factor,0.031839308
377,332,factor,0.00083178
378,332,factor,0.023490072
379,332,factor,0.017689902
393,326,factor,0.031588478
378,326,factor,0.046083466
379,326,factor,0.067557348
380,326,factor,0.004194729
382,268,factor,0.007122253
383,268,factor,0.009697037
384,268,factor,0.099609426
385,268,factor,0.120986718
386,268,factor,0.116357016
387,268,factor,0.005413121
388,268,factor,0.082824205
389,185,factor,0.100134673
392,185,factor,0.01172059
393,185,factor,0.021164445
394,185,factor,0.20980627
381,287,factor,0.001955395
390,240,factor,0.010567265
391,240,factor,0.020540722
395,240,factor,0.004480818
381,188,factor,0.018962607
377,188,factor,0.003047341
377,273,factor,0.010874087
378,273,factor,0.02443591
379,273,factor,0.033926111
380,332,factor,0.004766376
384,317,factor,0.096782884
385,317,factor,0.091540177
386,317,factor,0.143348593
387,317,factor,0.004948044
388,317,factor,0.079470917
381,266,factor,0.004436615
378,185,factor,0.045964432
379,185,factor,0.086520789
380,185,factor,0.001611096
390,268,factor,0.019452055
391,268,factor,0.020537483
395,311,factor,0.006097
376,245,factor,0.003360777
376,280,factor,0.069651367
389,280,factor,0.097532903
376,190,factor,0.000638134
389,190,factor,0.028420234
381,311,factor,0.001920848
381,221,factor,0.025157631
394,224,factor,0.084742184
382,224,factor,0.013518981
383,224,factor,0.010543082
384,224,factor,0.166585986
385,224,factor,0.085163789
386,224,factor,0.171510752
387,224,factor,0.004254939
388,224,factor,0.073002652
394,213,factor,0.135621958
382,213,factor,0.105983235
383,213,factor,0.016010979
384,213,factor,0.07434319
385,213,factor,0.20662588
386,213,factor,0.130198312
381,326,factor,0.004333631
395,324,factor,0.003364015
392,280,factor,0.003874663
393,280,factor,0.217659506
378,280,factor,0.018754028
390,308,factor,0.001154317
391,308,factor,0.013440751
395,308,factor,0.007824418
384,245,factor,0.093736484
385,245,factor,0.107882426
389,245,factor,0.068786498
392,245,factor,0.00268474
393,245,factor,0.017807311
394,245,factor,0.096222328
382,245,factor,0.015921991
383,245,factor,0.035935245
376,231,factor,0.006426726
389,231,factor,0.060220621
377,190,factor,0.008145479
378,190,factor,0.033797445
379,190,factor,0.025391967
387,213,factor,0.006944468
388,213,factor,0.138574158
