1,378,0.06490869,,
1,379,0.055611606,,
1,381,0.064480101,,
1,382,0.073190825,,
1,383,0.027974718,,
1,389,0.046956526,,
1,390,0.03312193,,
1,391,0.033096519,,
1,393,0.051956828,,
1,394,0.0670511,,
1,376,0.079352413,,
1,378,0.037981745,,
1,379,0.03810273,,
1,381,0.057518034,,
1,382,0.044790331,,
1,384,0.080315683,,
1,386,0.049020659,,
1,388,0.058156337,,
1,391,0.023616131,,
1,392,0.023595488,,
1,394,0.035140841,,
2,376,0.020367132,,
2,377,0.024417469,,
2,378,0.046380175,,
2,379,0.072353047,,
2,383,0.025624757,,
2,384,0.041760915,,
2,391,0.026892551,,
2,392,0.018491444,,
2,393,0.071853553,,
4,377,0.025785446,,
4,378,0.027364264,,
4,379,0.025054905,,
4,381,0.045902754,,
4,382,0.037698472,,
4,384,0.043740208,,
4,385,0.055515616,,
4,386,0.03483516,,
4,388,0.044428895,,
4,391,0.031407165,,
4,394,0.040884611,,
4,376,0.051853302,,
4,377,0.062702875,,
4,378,0.095132766,,
4,379,0.107315564,,
4,383,0.052182843,,
4,390,0.062909364,,
4,391,0.059118412,,
4,392,0.053609246,,
4,376,0.019072223,,
4,377,0.018966086,,
4,378,0.060844713,,
4,379,0.062510859,,
4,382,0.058930989,,
4,387,0.018739014,,
4,389,0.081363112,,
4,391,0.037347212,,
4,393,0.045504668,,
4,376,0.084519366,,
4,378,0.031305862,,
4,381,0.059658466,,
4,382,0.069747522,,
4,384,0.047646145,,
4,385,0.059089319,,
4,386,0.042049026,,
4,388,0.039167537,,
4,391,0.044273907,,
4,394,0.054200201,,
4,376,0.050824514,,
4,377,0.05486229,,
4,378,0.085363573,,
4,379,0.097190837,,
4,382,0.052521625,,
4,389,0.098262058,,
4,390,0.058805668,,
4,391,0.061024681,,
4,392,0.051948904,,
4,376,0.046528955,,
4,378,0.04675069,,
4,379,0.039629444,,
4,381,0.035787375,,
4,382,0.038659435,,
4,384,0.078693905,,
4,386,0.036220565,,
4,388,0.082406969,,
