150,4,0.28868005
151,4,0.154733929
26,4,0.18709066
72,4,0.199208648
135,4,0.233895825
150,4,0.162660984
24,4,0.137772657
72,4,0.149734475
84,4,0.143250583
135,4,0.236957887
150,4,0.153174487
13,11,0.177723693
24,11,0.207244643
26,11,0.17118979
135,11,0.192574419
23,11,0.109807524
24,11,0.138074734
26,11,0.10712641
135,11,0.202413531
24,13,0.207799912
26,13,0.250914131
72,13,0.187295479
135,13,0.255620663
24,13,0.166628988
26,13,0.183773326
135,13,0.235244647
23,13,0.15230131
24,13,0.229006516
26,13,0.160252471
135,13,0.222058336
24,13,0.167616658
26,13,0.141421071
135,13,0.232245874
22,13,0.184762914
24,13,0.191766466
26,13,0.18632755
135,13,0.235200877
16,13,0.175912363
24,13,0.156842635
26,13,0.173890474
135,13,0.291427067
23,13,0.179185619
26,13,0.171831641
135,13,0.240769536
24,13,0.201308964
26,13,0.232675706
135,13,0.321328061
23,13,0.187069753
26,13,0.164611143
135,13,0.279839807
23,13,0.198715325
24,13,0.210956216
26,13,0.178241631
135,13,0.215559511
23,13,0.180751701
24,13,0.12482367
135,13,0.161286547
23,13,0.351660597
135,13,0.200862374
23,13,0.126775562
26,13,0.143848058
72,13,0.110438883
135,13,0.218021026
11,13,0.177723693
24,13,0.264440842
26,13,0.228385989
135,13,0.249770618
24,13,0.172076812
26,13,0.22831892
135,13,0.25162815
23,13,0.183954803
24,13,0.132644475
26,13,0.139404456
135,13,0.198740291
24,13,0.144773808
26,13,0.12724545
135,13,0.229596533
23,13,0.166475301
135,13,0.157630278
24,13,0.112361706
26,13,0.124820193
135,13,0.183396638
23,13,0.137397673
24,13,0.135542857
26,13,0.121349402
135,13,0.199262141
24,13,0.230203106
26,13,0.219817205
135,13,0.264557917
22,13,0.136089241
23,13,0.321948775
26,13,0.135361272
135,13,0.212571151
22,13,0.168422874
23,13,0.136814294
24,13,0.205813443
26,13,0.154976901
135,13,0.179984325
23,13,0.218942108
26,13,0.241152539
135,13,0.328039274
24,13,0.234890888
135,13,0.257250968
26,13,0.272307703
135,13,0.302850352
22,13,0.175511639
24,13,0.226131856
26,13,0.169707056
135,13,0.250096693
13,16,0.175912363
24,16,0.137769986
26,16,0.154817825
135,16,0.272354418
13,22,0.184762914
24,22,0.119910342
26,22,0.114471426
135,22,0.163344753
23,22,0.227636331
26,22,0.155762855
135,22,0.175755486
13,22,0.175511639
24,22,0.186613325
26,22,0.130188525
135,22,0.210578162
24,22,0.180421318
26,22,0.160321721
135,22,0.190070502
23,22,0.418575817
26,22,0.127743472
135,22,0.134534673
24,22,0.165472999
26,22,0.18819416
135,22,0.211141214
13,22,0.136089241
23,22,0.29247644
26,22,0.105888937
135,22,0.183098816
13,22,0.168422874
23,22,0.164350186
24,22,0.233349335
26,22,0.182512793
135,22,0.207520217
24,22,0.177456125
26,22,0.124464089
135,22,0.161813961
74,23,0.13850092
150,23,0.130662403
151,23,0.142850347
13,23,0.136814294
22,23,0.164350186
24,23,0.201740755
26,23,0.150904213
135,23,0.175911637
13,23,0.15230131
24,23,0.18325571
26,23,0.114501665
135,23,0.17630753
74,23,0.146323224
150,23,0.173376615
151,23,0.131149132
22,23,0.227636331
26,23,0.255577022
135,23,0.275569653
13,23,0.179185619
26,23,0.117448712
135,23,0.186386607
13,23,0.137397673
24,23,0.145284908
26,23,0.131091453
135,23,0.209004192
26,23,0.134110065
135,23,0.209742913
13,23,0.218942108
26,23,0.143458913
135,23,0.230345648
24,23,0.220313511
26,23,0.210561876
135,23,0.257794568
11,23,0.109807524
24,23,0.14398275
26,23,0.113034426
135,23,0.208321547
13,23,0.198715325
24,23,0.195019299
26,23,0.162304714
135,23,0.199622594
13,23,0.126775562
26,23,0.149822378
72,23,0.116413203
135,23,0.223995346
13,23,0.351660597
135,23,0.330207003
26,23,0.317461451
135,23,0.333513352
13,23,0.166475301
135,23,0.179046145
26,23,0.354870408
135,23,0.361704102
24,23,0.108912827
26,23,0.116168415
72,23,0.107026169
135,23,0.145981605
26,23,0.266398097
135,23,0.297376062
135,23,0.35292499
26,23,0.166619971
135,23,0.227623822
13,23,0.183954803
24,23,0.174298158
26,23,0.181058139
135,23,0.240393974
13,23,0.187069753
26,23,0.12795808
135,23,0.243186744
13,23,0.180751701
24,23,0.172586851
135,23,0.209049728
22,23,0.418575817
26,23,0.404297199
135,23,0.4110884
24,23,0.23405134
26,23,0.228352218
135,23,0.286905672
13,23,0.321948775
22,23,0.29247644
26,23,0.291748471
135,23,0.36895835
13,24,0.229006516
23,24,0.18325571
26,24,0.191206871
135,24,0.253012736
26,24,0.151102721
135,24,0.277247621
26,24,0.129731911
135,24,0.198856522
13,24,0.234890888
135,24,0.189722348
13,24,0.205813443
22,24,0.233349335
23,24,0.201740755
26,24,0.219903362
135,24,0.244910786
13,24,0.135542857
23,24,0.145284908
26,24,0.129236637
135,24,0.207149376
22,24,0.165472999
26,24,0.205411783
135,24,0.228358837
23,24,0.23405134
26,24,0.121008136
135,24,0.17956159
13,24,0.207799912
26,24,0.190665493
72,24,0.127046841
135,24,0.195372025
11,24,0.138074734
23,24,0.14398275
26,24,0.141301636
135,24,0.236588757
23,24,0.108912827
26,24,0.119069492
72,24,0.109927246
