start_id,end_id,label,value
169,280,disease_value,0.002608764
169,186,disease_value,0.002605622
169,371,disease_value,0.002603556
169,258,disease_value,0.002551811
169,374,disease_value,0.002551677
169,354,disease_value,0.002543006
169,284,disease_value,0.002527894
169,355,disease_value,0.002523022
169,365,disease_value,0.002520999
169,298,disease_value,0.002520252
169,299,disease_value,0.002514832
169,273,disease_value,0.002497875
169,174,disease_value,0.002485945
169,245,disease_value,0.00247043
169,209,disease_value,0.002467835
169,332,disease_value,0.002461363
169,341,disease_value,0.002454209
169,337,disease_value,0.002432534
169,204,disease_value,0.002426506
169,267,disease_value,0.002403602
169,328,disease_value,0.002401762
169,300,disease_value,0.002373719
169,296,disease_value,0.002366182
169,189,disease_value,0.002359588
169,283,disease_value,0.002352124
169,179,disease_value,0.002350206
169,325,disease_value,0.002345463
169,279,disease_value,0.002322775
169,176,disease_value,0.002309971
169,342,disease_value,0.002297672
169,338,disease_value,0.002294624
169,286,disease_value,0.002280049
169,323,disease_value,0.002277441
169,305,disease_value,0.002277275
169,282,disease_value,0.002272937
169,268,disease_value,0.002255819
169,288,disease_value,0.00223424
169,251,disease_value,0.002232011
169,345,disease_value,0.002221381
169,304,disease_value,0.002219048
169,362,disease_value,0.002209209
169,343,disease_value,0.002208707
169,335,disease_value,0.002198447
169,291,disease_value,0.002196197
169,369,disease_value,0.002179289
169,203,disease_value,0.002157802
169,327,disease_value,0.002156548
169,351,disease_value,0.002150768
169,226,disease_value,0.00214892
169,349,disease_value,0.002148479
169,363,disease_value,0.002115583
169,290,disease_value,0.002107112
169,217,disease_value,0.002105676
169,333,disease_value,0.002103748
169,173,disease_value,0.002100044
169,175,disease_value,0.002083529
169,171,disease_value,0.002077599
169,257,disease_value,0.002062128
169,239,disease_value,0.002034017
169,200,disease_value,0.002013105
169,316,disease_value,0.001984465
169,312,disease_value,0.001983328
169,356,disease_value,0.00196869
169,315,disease_value,0.001959945
169,202,disease_value,0.001955606
169,270,disease_value,0.001952914
169,353,disease_value,0.001945909
169,339,disease_value,0.001944837
169,322,disease_value,0.00194356
169,297,disease_value,0.001942962
169,358,disease_value,0.001916045
169,206,disease_value,0.001905782
169,244,disease_value,0.001904331
169,231,disease_value,0.001902295
169,311,disease_value,0.001892915
169,289,disease_value,0.001891297
169,221,disease_value,0.001867956
169,230,disease_value,0.00185011
169,314,disease_value,0.001848581
169,309,disease_value,0.001848425
169,326,disease_value,0.001847728
169,187,disease_value,0.001841206
169,227,disease_value,0.001827034
169,373,disease_value,0.001823582
169,366,disease_value,0.001811727
169,183,disease_value,0.001796891
169,360,disease_value,0.00177483
169,302,disease_value,0.001772684
169,199,disease_value,0.001762035
169,232,disease_value,0.001757237
169,359,disease_value,0.001744022
169,317,disease_value,0.001712317
169,195,disease_value,0.001706233
169,240,disease_value,0.001697022
169,224,disease_value,0.001694312
169,277,disease_value,0.001688888
169,329,disease_value,0.001679091
169,319,disease_value,0.001678578
169,208,disease_value,0.001672583
169,254,disease_value,0.001667858
169,250,disease_value,0.001663352
169,269,disease_value,0.001661567
169,308,disease_value,0.001634422
169,234,disease_value,0.001569224
169,241,disease_value,0.001528918
169,194,disease_value,0.001523676
169,216,disease_value,0.001515068
169,188,disease_value,0.001476861
169,207,disease_value,0.001450932
169,191,disease_value,0.001446736
169,331,disease_value,0.001446571
169,263,disease_value,0.001442133
169,261,disease_value,0.001365747
169,260,disease_value,0.00128453
169,185,disease_value,0.001258648
169,243,disease_value,0.00123833
169,252,disease_value,0.001228615
169,321,disease_value,0.001178154
169,357,disease_value,0.001110668
169,336,disease_value,0.00090707
169,264,disease_value,0.000570389
169,211,disease_value,0.000414628
168,270,disease_value,0.008029491
168,172,disease_value,0.007635145
168,292,disease_value,0.007380992
168,359,disease_value,0.006841517
168,202,disease_value,0.006203089
168,230,disease_value,0.006172294
168,263,disease_value,0.006127751
168,232,disease_value,0.006049597
168,291,disease_value,0.006035135
168,243,disease_value,0.005967264
168,237,disease_value,0.005716671
168,261,disease_value,0.005673294
168,361,disease_value,0.005086152
168,216,disease_value,0.005073305
168,271,disease_value,0.00481974
168,209,disease_value,0.004732155
168,241,disease_value,0.004383783
168,269,disease_value,0.004368525
168,194,disease_value,0.004223571
168,267,disease_value,0.004188177
168,314,disease_value,0.003921543
168,200,disease_value,0.003894549
168,208,disease_value,0.003798722
168,181,disease_value,0.00365645
168,244,disease_value,0.003573823
168,206,disease_value,0.003551433
168,235,disease_value,0.003550647
168,290,disease_value,0.003489136
168,189,disease_value,0.003473322
168,260,disease_value,0.003457213
168,301,disease_value,0.003373834
168,186,disease_value,0.003355953
168,294,disease_value,0.003301681
168,184,disease_value,0.0032726
168,366,disease_value,0.003239747
168,272,disease_value,0.003187948
168,273,disease_value,0.003178317
168,303,disease_value,0.003154525
168,239,disease_value,0.003120831
168,255,disease_value,0.003074937
168,274,disease_value,0.003071755
168,374,disease_value,0.003059802
168,222,disease_value,0.003025714
168,246,disease_value,0.002959348
168,285,disease_value,0.002938101
168,258,disease_value,0.002909045
168,199,disease_value,0.002868694
168,265,disease_value,0.002822618
168,204,disease_value,0.002813162
168,195,disease_value,0.002783825
168,357,disease_value,0.002648638
168,183,disease_value,0.002645539
168,212,disease_value,0.002606936
168,277,disease_value,0.002558327
168,309,disease_value,0.002512932
168,253,disease_value,0.002442364
168,188,disease_value,0.002419914
168,302,disease_value,0.002407568
168,281,disease_value,0.002406976
168,266,disease_value,0.002390537
168,262,disease_value,0.002384209
168,182,disease_value,0.00237575
168,229,disease_value,0.002349905
168,225,disease_value,0.002317315
168,220,disease_value,0.002228874
168,331,disease_value,0.002224129
168,198,disease_value,0.002213441
168,214,disease_value,0.002205192
168,371,disease_value,0.002087301
168,175,disease_value,0.002065634
168,185,disease_value,0.002057341
168,358,disease_value,0.002053309
168,193,disease_value,0.002038695
168,210,disease_value,0.001967278
168,223,disease_value,0.001946837
168,197,disease_value,0.001866113
168,373,disease_value,0.001855633
168,256,disease_value,0.001841233
168,191,disease_value,0.001825736
168,190,disease_value,0.001816483
168,369,disease_value,0.001793756
168,203,disease_value,0.001785448
168,354,disease_value,0.001735349
168,324,disease_value,0.001734684
168,284,disease_value,0.001639332
168,205,disease_value,0.001552136
168,236,disease_value,0.001547441
168,364,disease_value,0.001540449
168,192,disease_value,0.001539671
168,283,disease_value,0.001514755
168,372,disease_value,0.001500113
168,213,disease_value,0.001431456
168,318,disease_value,0.001385445
168,247,disease_value,0.001376277
168,245,disease_value,0.001368059
168,242,disease_value,0.001342893
168,367,disease_value,0.001324107
168,355,disease_value,0.001319161
168,329,disease_value,0.001315957
168,370,disease_value,0.001304791
168,279,disease_value,0.001300091
168,295,disease_value,0.001292819
168,332,disease_value,0.001290978
168,218,disease_value,0.001245357
168,276,disease_value,0.001229292
168,179,disease_value,0.001208716
168,196,disease_value,0.001203266
168,187,disease_value,0.001155227
168,344,disease_value,0.001142265
168,177,disease_value,0.001104196
168,217,disease_value,0.001101246
168,250,disease_value,0.001079411
168,321,disease_value,0.000995874
168,219,disease_value,0.000992009
168,248,disease_value,0.000983659
168,251,disease_value,0.000978344
168,201,disease_value,0.000973455
168,317,disease_value,0.000958822
168,240,disease_value,0.000930278
168,257,disease_value,0.000899583
168,174,disease_value,0.000890287
168,215,disease_value,0.000876837
168,351,disease_value,0.000865561
168,349,disease_value,0.000863548
168,224,disease_value,0.000846446
168,280,disease_value,0.000840814
168,173,disease_value,0.000827258
168,278,disease_value,0.000818759
168,207,disease_value,0.000810419
168,252,disease_value,0.000801371
168,345,disease_value,0.000800667
168,227,disease_value,0.000790478
168,231,disease_value,0.000750483
168,315,disease_value,0.000748252
168,336,disease_value,0.000740734
168,234,disease_value,0.000728667
168,259,disease_value,0.000726743
168,319,disease_value,0.000725058
168,330,disease_value,0.000712859
168,268,disease_value,0.000695783
168,348,disease_value,0.000679927
168,350,disease_value,0.000672281
168,313,disease_value,0.000668204
168,312,disease_value,0.000660211
168,226,disease_value,0.00064602
168,365,disease_value,0.000643191
168,221,disease_value,0.000641964
168,337,disease_value,0.000625339
168,180,disease_value,0.000618944
168,211,disease_value,0.000613402
168,352,disease_value,0.000610223
168,326,disease_value,0.000605919
168,310,disease_value,0.000599672
168,228,disease_value,0.000598412
168,249,disease_value,0.0005928
168,327,disease_value,0.000581696
168,293,disease_value,0.000578367
168,320,disease_value,0.000574901
168,304,disease_value,0.000570779
168,356,disease_value,0.000569722
168,335,disease_value,0.000567309
168,311,disease_value,0.000544176
168,178,disease_value,0.000539605
168,176,disease_value,0.000533227
168,333,disease_value,0.000514565
168,238,disease_value,0.000514317
168,171,disease_value,0.000510551
168,282,disease_value,0.000503348
168,254,disease_value,0.000497046
168,325,disease_value,0.000489111
168,275,disease_value,0.000487163
168,233,disease_value,0.000484598
168,286,disease_value,0.000456274
168,306,disease_value,0.000446665
168,334,disease_value,0.000441942
168,299,disease_value,0.000433072
168,264,disease_value,0.000414104
168,323,disease_value,0.000412462
168,316,disease_value,0.000410644
168,362,disease_value,0.000399529
168,307,disease_value,0.000394922
168,305,disease_value,0.000390165
168,363,disease_value,0.00037772
168,342,disease_value,0.000372631
168,346,disease_value,0.0003671
168,368,disease_value,0.000364472
168,322,disease_value,0.000353449
168,298,disease_value,0.000329204
168,338,disease_value,0.000328019
168,308,disease_value,0.000319167
168,288,disease_value,0.000299272
168,343,disease_value,0.000295773
168,328,disease_value,0.000292683
168,296,disease_value,0.000265446
168,360,disease_value,0.000263128
168,300,disease_value,0.000248193
168,341,disease_value,0.00023536
168,297,disease_value,0.000231424
168,340,disease_value,0.000221979
168,353,disease_value,0.00022072
168,287,disease_value,0.000183922
168,347,disease_value,0.000164643
168,289,disease_value,0.00015058
168,339,disease_value,0.000131479
167,230,disease_value,0.01608332
167,199,disease_value,0.012544366
167,195,disease_value,0.012204774
167,237,disease_value,0.011977894
167,273,disease_value,0.011947665
167,270,disease_value,0.011360511
167,303,disease_value,0.010677072
167,291,disease_value,0.010580307
167,260,disease_value,0.010501744
167,239,disease_value,0.010380225
167,208,disease_value,0.010349946
167,232,disease_value,0.010126514
167,263,disease_value,0.009973876
167,265,disease_value,0.009951508
167,222,disease_value,0.009787261
167,366,disease_value,0.009762485
167,202,disease_value,0.009679811
167,261,disease_value,0.009603868
167,361,disease_value,0.009486505
167,206,disease_value,0.009275316
167,302,disease_value,0.009193821
167,216,disease_value,0.009076906
167,272,disease_value,0.009018712
167,243,disease_value,0.008975135
167,269,disease_value,0.008925425
167,225,disease_value,0.008750526
167,209,disease_value,0.008660511
167,220,disease_value,0.00858919
167,294,disease_value,0.00858717
167,186,disease_value,0.008443232
167,181,disease_value,0.008429435
167,314,disease_value,0.007845571
167,266,disease_value,0.007719966
167,190,disease_value,0.007713369
167,285,disease_value,0.007506744
167,244,disease_value,0.007425714
167,183,disease_value,0.007245806
167,258,disease_value,0.007202312
167,214,disease_value,0.007067401
167,175,disease_value,0.006854654
167,179,disease_value,0.006797614
167,194,disease_value,0.006611701
167,241,disease_value,0.006436684
167,370,disease_value,0.006347102
167,262,disease_value,0.00613069
167,198,disease_value,0.006065236
167,204,disease_value,0.005989127
167,185,disease_value,0.005927449
167,359,disease_value,0.005896758
167,292,disease_value,0.005790564
167,229,disease_value,0.005637265
167,290,disease_value,0.005492854
167,355,disease_value,0.005476936
167,172,disease_value,0.005406042
167,271,disease_value,0.005401532
167,301,disease_value,0.005221136
167,357,disease_value,0.005136827
167,213,disease_value,0.005122223
167,374,disease_value,0.004792423
167,192,disease_value,0.00461746
167,188,disease_value,0.004585443
167,219,disease_value,0.004522203
167,200,disease_value,0.00439004
167,255,disease_value,0.004371983
167,364,disease_value,0.004284983
167,246,disease_value,0.004279456
167,203,disease_value,0.004124025
167,371,disease_value,0.004072784
167,358,disease_value,0.004042122
167,267,disease_value,0.004039381
167,349,disease_value,0.004032855
167,223,disease_value,0.003987727
167,191,disease_value,0.003922604
167,309,disease_value,0.003754197
167,276,disease_value,0.003747575
167,373,disease_value,0.003687357
167,369,disease_value,0.003683127
167,256,disease_value,0.003679291
167,187,disease_value,0.00354344
167,235,disease_value,0.00351852
167,193,disease_value,0.003433541
167,277,disease_value,0.003428627
167,318,disease_value,0.003369817
167,212,disease_value,0.003336122
167,329,disease_value,0.003326734
167,224,disease_value,0.003313515
167,279,disease_value,0.003303577
167,250,disease_value,0.003279213
167,217,disease_value,0.003262496
167,253,disease_value,0.003254731
167,240,disease_value,0.003253842
167,324,disease_value,0.003236918
167,189,disease_value,0.003170821
167,331,disease_value,0.003144459
167,210,disease_value,0.002923195
167,281,disease_value,0.002919204
167,313,disease_value,0.00291775
167,274,disease_value,0.002899468
167,233,disease_value,0.002896068
167,283,disease_value,0.002859636
167,354,disease_value,0.002801129
167,344,disease_value,0.002797449
167,177,disease_value,0.002754498
167,257,disease_value,0.00274962
167,242,disease_value,0.002715143
167,184,disease_value,0.00271079
167,221,disease_value,0.002671025
167,236,disease_value,0.002650239
167,178,disease_value,0.00257357
167,247,disease_value,0.002538081
167,321,disease_value,0.002527753
167,227,disease_value,0.002491075
167,182,disease_value,0.002482664
167,231,disease_value,0.00241923
167,249,disease_value,0.002418081
167,268,disease_value,0.002406264
167,196,disease_value,0.002342794
167,215,disease_value,0.002340007
167,234,disease_value,0.002228041
167,372,disease_value,0.002189292
167,252,disease_value,0.002188853
167,295,disease_value,0.002184962
167,312,disease_value,0.002160126
167,284,disease_value,0.002057753
167,180,disease_value,0.002044144
167,226,disease_value,0.002028712
167,336,disease_value,0.002001922
167,173,disease_value,0.001923605
167,238,disease_value,0.001888946
167,248,disease_value,0.00188565
167,278,disease_value,0.001880944
167,205,disease_value,0.001862689
167,201,disease_value,0.001847933
167,326,disease_value,0.001811979
167,197,disease_value,0.001808543
167,174,disease_value,0.001802394
167,317,disease_value,0.001780995
167,228,disease_value,0.001776001
167,323,disease_value,0.001766439
167,171,disease_value,0.001760402
167,218,disease_value,0.001730928
167,311,disease_value,0.001689642
167,319,disease_value,0.001675243
167,282,disease_value,0.001613695
167,332,disease_value,0.001605091
167,315,disease_value,0.001552733
167,176,disease_value,0.001479432
167,348,disease_value,0.001348523
167,251,disease_value,0.001275078
167,306,disease_value,0.001272405
167,264,disease_value,0.001226176
167,367,disease_value,0.001187367
167,254,disease_value,0.00117957
167,280,disease_value,0.001168949
167,350,disease_value,0.001144774
167,286,disease_value,0.001142901
167,351,disease_value,0.001049161
167,245,disease_value,0.001034882
167,207,disease_value,0.001020395
167,275,disease_value,0.001009663
167,330,disease_value,0.000981664
167,211,disease_value,0.000953917
167,368,disease_value,0.000932088
167,259,disease_value,0.000890365
167,307,disease_value,0.000883401
167,356,disease_value,0.000856488
167,299,disease_value,0.000848807
167,365,disease_value,0.000814136
167,333,disease_value,0.000742916
167,362,disease_value,0.00074093
167,310,disease_value,0.000728124
167,320,disease_value,0.000709154
167,304,disease_value,0.000703601
167,345,disease_value,0.000685224
167,328,disease_value,0.000684958
167,337,disease_value,0.000672347
167,335,disease_value,0.000627235
167,305,disease_value,0.000621301
167,288,disease_value,0.000614123
167,327,disease_value,0.000610552
167,298,disease_value,0.000602062
167,346,disease_value,0.000579252
167,293,disease_value,0.000559943
167,334,disease_value,0.000521198
167,325,disease_value,0.00052074
167,296,disease_value,0.000495343
167,352,disease_value,0.000494405
167,343,disease_value,0.000482001
167,297,disease_value,0.000481932
167,300,disease_value,0.000471781
167,342,disease_value,0.000470296
167,363,disease_value,0.000466275
167,340,disease_value,0.000464677
167,341,disease_value,0.000452115
167,338,disease_value,0.0004473
167,287,disease_value,0.000413815
167,316,disease_value,0.000392655
167,322,disease_value,0.000391076
167,347,disease_value,0.000362485
167,360,disease_value,0.000360069
167,308,disease_value,0.00033326
167,289,disease_value,0.000287661
167,339,disease_value,0.000267315
167,353,disease_value,0.000221368
166,214,disease_value,0.029592195
166,301,disease_value,0.029386383
166,256,disease_value,0.027716303
166,229,disease_value,0.023225007
166,270,disease_value,0.022175123
166,262,disease_value,0.020926857
166,242,disease_value,0.0188554
166,255,disease_value,0.018639272
166,206,disease_value,0.015731358
166,233,disease_value,0.014935171
166,181,disease_value,0.014567668
166,198,disease_value,0.013341393
166,258,disease_value,0.013017044
166,194,disease_value,0.012827765
166,294,disease_value,0.012772352
166,185,disease_value,0.012688198
166,244,disease_value,0.012534483
166,285,disease_value,0.012165684
166,267,disease_value,0.011085099
166,361,disease_value,0.010750053
166,374,disease_value,0.010686813
166,276,disease_value,0.010073625
166,370,disease_value,0.01005717
166,373,disease_value,0.009996982
166,178,disease_value,0.009894887
166,274,disease_value,0.009729335
166,281,disease_value,0.009496937
166,184,disease_value,0.009461203
166,246,disease_value,0.009369058
166,199,disease_value,0.009103264
166,202,disease_value,0.00896082
166,329,disease_value,0.008389709
166,235,disease_value,0.008369882
166,213,disease_value,0.008094148
166,197,disease_value,0.008085196
166,188,disease_value,0.007901326
166,366,disease_value,0.007692384
166,238,disease_value,0.007602115
166,303,disease_value,0.007596784
166,359,disease_value,0.007556197
166,195,disease_value,0.007351944
166,179,disease_value,0.007339024
166,220,disease_value,0.007200982
166,241,disease_value,0.007129227
166,243,disease_value,0.006813807
166,318,disease_value,0.006719328
166,200,disease_value,0.006654208
166,266,disease_value,0.006637966
166,260,disease_value,0.006507753
166,271,disease_value,0.006395885
166,203,disease_value,0.006026005
166,237,disease_value,0.005958919
166,302,disease_value,0.00575421
166,230,disease_value,0.005628028
166,278,disease_value,0.005606288
166,259,disease_value,0.00545923
166,265,disease_value,0.005428177
166,273,disease_value,0.005337527
166,324,disease_value,0.005276356
166,183,disease_value,0.005162778
166,189,disease_value,0.005157673
166,277,disease_value,0.005130497
166,269,disease_value,0.00511527
166,272,disease_value,0.004973422
166,175,disease_value,0.004973122
166,222,disease_value,0.004946137
166,204,disease_value,0.004830034
166,247,disease_value,0.004821669
166,352,disease_value,0.004787447
166,186,disease_value,0.004737903
166,209,disease_value,0.004688192
166,309,disease_value,0.004648935
166,261,disease_value,0.004572998
166,323,disease_value,0.00446782
166,191,disease_value,0.004402636
166,364,disease_value,0.00439644
166,332,disease_value,0.004381499
166,216,disease_value,0.004370561
166,345,disease_value,0.004354503
166,292,disease_value,0.004306439
166,330,disease_value,0.004293421
166,193,disease_value,0.004255401
166,239,disease_value,0.00421313
166,315,disease_value,0.00419056
166,362,disease_value,0.004092659
166,350,disease_value,0.004035711
166,232,disease_value,0.003976484
166,254,disease_value,0.003925319
166,310,disease_value,0.003917687
166,314,disease_value,0.003917422
166,348,disease_value,0.003773892
166,351,disease_value,0.003771233
166,349,disease_value,0.003746491
166,224,disease_value,0.003698342
166,358,disease_value,0.003655199
166,228,disease_value,0.003544235
166,225,disease_value,0.003524836
166,187,disease_value,0.003498582
166,320,disease_value,0.00346425
166,251,disease_value,0.003396331
166,253,disease_value,0.003380379
166,172,disease_value,0.003378475
166,335,disease_value,0.003360956
166,367,disease_value,0.003294212
166,291,disease_value,0.003243817
166,333,disease_value,0.0032303
166,337,disease_value,0.003181583
166,355,disease_value,0.003170054
166,344,disease_value,0.00314075
166,182,disease_value,0.003104285
166,205,disease_value,0.003100669
166,365,disease_value,0.003076886
166,334,disease_value,0.003047893
166,280,disease_value,0.003039091
166,354,disease_value,0.003017426
166,283,disease_value,0.003014672
166,263,disease_value,0.002997303
166,369,disease_value,0.002936576
166,326,disease_value,0.002892901
166,218,disease_value,0.002851818
166,342,disease_value,0.002809972
166,371,disease_value,0.002789258
166,290,disease_value,0.002783492
166,284,disease_value,0.002753957
166,312,disease_value,0.002724749
166,286,disease_value,0.002692188
166,307,disease_value,0.002669328
166,356,disease_value,0.002652127
166,299,disease_value,0.002620346
166,227,disease_value,0.002599143
166,173,disease_value,0.002590226
166,311,disease_value,0.002590053
166,210,disease_value,0.002533117
166,293,disease_value,0.002507996
166,327,disease_value,0.002505655
166,226,disease_value,0.002474091
166,325,disease_value,0.002468178
166,319,disease_value,0.002460102
166,212,disease_value,0.002457961
166,250,disease_value,0.002420522
166,196,disease_value,0.002396574
166,346,disease_value,0.002393471
166,211,disease_value,0.002393366
166,268,disease_value,0.002390801
166,240,disease_value,0.002359387
166,322,disease_value,0.002344389
166,368,disease_value,0.002338273
166,363,disease_value,0.002335201
166,236,disease_value,0.002275793
166,190,disease_value,0.002254612
166,234,disease_value,0.002252419
166,305,disease_value,0.002241728
166,207,disease_value,0.002212089
166,217,disease_value,0.002208724
166,176,disease_value,0.00218383
166,208,disease_value,0.002167493
166,223,disease_value,0.00214887
166,308,disease_value,0.00213308
166,304,disease_value,0.002122498
166,282,disease_value,0.002108349
166,360,disease_value,0.002106588
166,171,disease_value,0.002101932
166,353,disease_value,0.00209906
166,298,disease_value,0.002088605
166,288,disease_value,0.002082225
166,264,disease_value,0.002078489
166,245,disease_value,0.002065637
166,338,disease_value,0.002044865
166,201,disease_value,0.001983358
166,331,disease_value,0.001924856
166,231,disease_value,0.001923477
166,249,disease_value,0.00192223
166,219,disease_value,0.001914101
166,316,disease_value,0.001890783
166,340,disease_value,0.00188509
166,296,disease_value,0.001881915
166,180,disease_value,0.001878422
166,279,disease_value,0.00186708
166,300,disease_value,0.001856989
166,343,disease_value,0.001837943
166,177,disease_value,0.001834047
166,341,disease_value,0.001801759
166,295,disease_value,0.001794588
166,317,disease_value,0.001716567
166,328,disease_value,0.001677501
166,313,disease_value,0.001590488
166,215,disease_value,0.001513474
166,347,disease_value,0.001510877
166,297,disease_value,0.001423772
166,339,disease_value,0.00134025
166,289,disease_value,0.001304008
166,192,disease_value,0.001054053
166,306,disease_value,0.001015263
166,174,disease_value,0.000952124
166,287,disease_value,0.000926162
166,357,disease_value,0.000904378
166,372,disease_value,0.000875193
166,248,disease_value,0.000783028
166,221,disease_value,0.00076528
166,257,disease_value,0.000649962
166,321,disease_value,0.000490678
166,336,disease_value,0.00040565
166,252,disease_value,0.000404606
166,275,disease_value,0.000344991
165,314,disease_value,0.003372977
165,192,disease_value,0.003200087
165,264,disease_value,0.002828585
165,267,disease_value,0.002727509
165,361,disease_value,0.002584585
165,216,disease_value,0.002449201
165,318,disease_value,0.002441578
165,271,disease_value,0.002426921
165,366,disease_value,0.002277633
165,182,disease_value,0.002277276
165,274,disease_value,0.002233811
165,222,disease_value,0.00220027
165,272,disease_value,0.00217641
165,265,disease_value,0.002019901
165,188,disease_value,0.001961861
165,246,disease_value,0.001955083
165,276,disease_value,0.001939128
165,303,disease_value,0.001925619
165,197,disease_value,0.001858206
165,290,disease_value,0.00180557
165,253,disease_value,0.001803683
165,281,disease_value,0.001789339
165,225,disease_value,0.001723206
165,374,disease_value,0.001677587
165,205,disease_value,0.001653273
165,367,disease_value,0.00164701
165,191,disease_value,0.001604941
165,369,disease_value,0.001580711
165,302,disease_value,0.001578922
165,277,disease_value,0.001543224
165,255,disease_value,0.001539361
165,284,disease_value,0.001538412
165,354,disease_value,0.001510054
165,358,disease_value,0.001501327
165,195,disease_value,0.001493866
165,283,disease_value,0.001482954
165,203,disease_value,0.001377362
165,220,disease_value,0.001342336
165,209,disease_value,0.001337593
165,329,disease_value,0.001328384
165,359,disease_value,0.001294116
165,371,disease_value,0.001269029
165,187,disease_value,0.001240397
165,212,disease_value,0.001240056
165,292,disease_value,0.001212918
165,324,disease_value,0.00121164
165,357,disease_value,0.001210198
165,173,disease_value,0.001191428
165,235,disease_value,0.001183149
165,260,disease_value,0.001172037
165,309,disease_value,0.001154505
165,210,disease_value,0.001152211
165,232,disease_value,0.001149041
165,291,disease_value,0.0011284
165,279,disease_value,0.00110752
165,218,disease_value,0.001086495
165,239,disease_value,0.001085948
165,273,disease_value,0.001076799
165,230,disease_value,0.001056372
165,204,disease_value,0.001040105
165,261,disease_value,0.001014613
165,301,disease_value,0.001013548
165,226,disease_value,0.001008121
165,243,disease_value,0.00099369
165,184,disease_value,0.000987703
165,263,disease_value,0.000970839
165,196,disease_value,0.000970622
165,258,disease_value,0.000948696
165,349,disease_value,0.000946792
165,207,disease_value,0.000944285
165,348,disease_value,0.000937009
165,355,disease_value,0.000933315
165,294,disease_value,0.000924514
165,190,disease_value,0.000921538
165,189,disease_value,0.000891256
165,331,disease_value,0.000882515
165,248,disease_value,0.000881616
165,227,disease_value,0.00087073
165,259,disease_value,0.000861881
165,223,disease_value,0.000854747
165,362,disease_value,0.000852057
165,201,disease_value,0.000836529
165,176,disease_value,0.000834075
165,315,disease_value,0.000831344
165,345,disease_value,0.00081491
165,370,disease_value,0.000813808
165,186,disease_value,0.000803539
165,340,disease_value,0.000782196
165,364,disease_value,0.000767121
165,341,disease_value,0.000760478
165,193,disease_value,0.000760046
165,300,disease_value,0.000745553
165,332,disease_value,0.000733466
165,177,disease_value,0.000731424
165,199,disease_value,0.000709961
165,280,disease_value,0.000707892
165,198,disease_value,0.000704269
165,254,disease_value,0.000702901
165,337,disease_value,0.000700791
165,171,disease_value,0.000700371
165,269,disease_value,0.00069847
165,282,disease_value,0.000696808
165,215,disease_value,0.000691633
165,295,disease_value,0.000688979
165,245,disease_value,0.000680717
165,365,disease_value,0.000676412
165,307,disease_value,0.00066883
165,200,disease_value,0.000662406
165,347,disease_value,0.000660271
165,249,disease_value,0.000658948
165,229,disease_value,0.00065667
165,296,disease_value,0.000655774
165,310,disease_value,0.000655588
165,181,disease_value,0.000646168
165,299,disease_value,0.000645689
